순번,시도본부,119안전센터명,주소,전화번호,FAX,위도,경도
446,경기도,신장119안전센터,경기도 평택시 경기대로 1627(신장동),031-685-8501,031-280-8671,37.089600331,127.062331583
447,경기도,진위119안전센터,경기도 평택시 진위면 봉남길30,031-685-8511,031-280-8672,37.100858807,127.087421622
448,경기도,모곡119안전센터,경기도 평택시 산단로 64번길 2(모곡동),031-685-8521,031-280-8673,37.036760828,127.077072228
449,경기도,서탄119안전센터,경기도 평택시 서탄면 서탄로241,031-685-8531,031-280-8674,37.105790974,127.037124946
450,경기도,고덕119안전센터,경기도 평택시 고덕율포1로46(고덕동),031-685-8541,031-280-8675,37.045292382,127.026658764
451,경기도,청북119안전센터,경기도 평택시 청북읍 현곡산단로16,031-685-8551,031-280-8676,37.033750480,126.939185198
452,경기도,소하119안전센터,경기도 광명시 금하로 472,02-2610-3501,031-280-8682,37.448742680,126.885078875
453,경기도,광명119안전센터,경기도 광명시 목감로 306,02-2610-3510,031-280-8683,37.487851521,126.860300177
454,경기도,하안119안전센터,경기도 광명시 범안로 1025,02-2610-3520,031-280-8684,37.461486927,126.877077963
455,경기도,광남119안전센터,경기도 광명시 목감로 34,02-2610-3530,031-280-8685,37.471478092,126.845575057
456,경기도,시흥119안전센터,경기도 시흥시 정왕신길로 206,031-310-0501,031-280-8691,37.349548008,126.739542369
457,경기도,은행119안전센터,경기도 시흥시 대은로 4,031-310-0511,031-280-8692,37.439305653,126.793282462
458,경기도,정왕119안전센터,경기도 공단1대로259번길 1,031-310-0521,031-280-8693,37.335582797,126.729726184
459,경기도,연성119안전센터,경기도 시흥시 새재로 29,031-310-0531,031-280-8694,37.381904302,126.802947048
460,경기도,목감119안전센터,경기도 시흥시 목감우회로 15,031-310-0541,031-280-8881,37.381394283,126.857743977
461,경기도,배곧119안전센터,경기도 시흥시 서울대학로278번길 80,031-310-0551,031-280-8696,37.368581554,126.732305798
462,경기도,오금119안전센터,경기도 군포시 고산로 429,031-479-8501,031-280-8700,37.352571910,126.927121997
463,경기도,산본119안전센터,경기도 군포시 산본로432번길 1,031-479-8511,031-280-8701,37.368272707,126.927243348
464,경기도,송정119안전센터,경기도 군포시 도마교동 487,031-479-8521,031-280-8701,,
465,경기도,향남119안전센터,경기도 화성시 향남읍 향남로 399,031-8012-6501,031-280-8848,37.130799565,126.920703452
466,경기도,팔탄119안전센터,경기도 화성시 팔탄면 구장길 2,031-8012-6342,031-8012-6347,37.161019685,126.904984823
467,경기도,정남119안전센터,경기도 화성시 정남면 정남동로 514,031-8012-6522,031-280-8849,37.165002447,127.002355873
468,경기도,반송119안전센터,경기도 화성시 동탄반석로 188,031-8012-6531,031-280-8850,37.205495992,127.072077103
469,경기도,목동119안전센터,경기도 화성시 동탄신리천로 359,031-8012-6461,031-280-8855,37.183800136,127.118212408
470,경기도,태안119안전센터,경기도 화성시 병점중앙로 148,031-8012-6581,031-280-8851,37.211193410,127.038980534
471,경기도,남양119안전센터,경기도 화성시 주석로 29,031-8012-6551,031-280-8852,37.217841032,126.835142490
472,경기도,봉담119안전센터,경기도 화성시 봉담읍 동화새터길 135,031-8012-6561,031-280-8853,37.215007857,126.962924359
473,경기도,장안119안전센터,경기도 화성시 장안면 3.1만세로 119,031-8012-6571,031-280-8854,37.086344146,126.826121415
474,경기도,새솔119안전센터,경기도 경기 화성시 수노을2로 21,031-8012-6351,031-280-8852,37.284562920,126.815674117
475,경기도,관고119안전센터,경기도 이천시 경충대로 2739,031-645-5463,,37.282149095,127.431808390
476,경기도,대월119안전센터,경기도 이천시 대월면 경충대로 1973,031-645-5512,,37.243299896,127.497057422
477,경기도,장호원119안전센터,경기도 이천시 장호원읍 서동대로8829번길 71,031-645-5525,,37.117081194,127.614739861
478,경기도,마장119안전센터,경기도 이천시 마장면 중앙로 87,031-645-5532,,37.249397455,127.357871410
479,경기도,중앙119안전센터,경기도 김포시 감암로 111,031-980-4501,031-280-8737,37.641567345,126.708513252
480,경기도,양촌119안전센터,경기도 김포시 양곡1로 85,031-980-4511,031-280-8738,37.658080699,126.622325468
481,경기도,마산119안전센터,경기도 김포시 김포한강8로 196,031-980-4571,031-280-8742,37.639674896,126.644292188
482,경기도,대곶119안전센터,경기도 김포시 대곶면 수남로 104,031-980-4561,031-280-8740,37.633481958,126.582485774
483,경기도,통진119안전센터,경기도 김포시 통진읍 김포대로 2250,031-980-4521,031-280-8739,37.690661054,126.596329268
484,경기도,고촌119안전센터,경기도 김포시 고촌읍 은행영사정로 31,031-980-4531,031-280-4530,37.602298548,126.773779748
485,경기도,하성119안전센터,경기도 김포시 하성면 하성로 404,031-980-4541,031-280-8743,37.711277444,126.637666096
486,경기도,초월119안전센터,경기도 광주시 초월읍 무들로 112,031-799-0501,031-280-8762,37.385253460,127.299414690
487,경기도,송정119안전센터,경기도 광주시 수하길 36,031-799-2511,031-280-8763,37.414802233,127.264400376
488,경기도,오포119안전센터,경기도 광주시 오포로 910-5,031-799-2521,031-280-8764,37.371419614,127.233545328
489,경기도,광남119안전센터,경기도 광주시 고불로 277,031-799-2571,031-280-8764,37.398371770,127.208837252
490,경기도,곤지암119안전센터,경기도 광주시 곤지암읍 광여로 160,031-799-2531,031-280-8765,37.348624754,127.363261706
491,경기도,능평119안전센터,경기도 광주시 오포읍 대명대길 30,031-799-2541,031-280-8766,,
492,경기도,도기119안전센터,경기도 안성시 미양로 855,031-678-4502,031-280-8772,37.000418962,127.256029269
493,경기도,미양119안전센터,경기도 안성시 미양면 제2공단3길 8 ,031-678-4511,031-280-8773,36.977589828,127.260493322
494,경기도,죽산119안전센터,경기도 안성시 죽산면 장원공단길 38 ,031-678-4521,031-280-8774,37.068056028,127.423953380
495,경기도,공도119안전센터,경기도 안성시 공도읍 공도로 111 ,031-678-4531,031-280-8775,37.000818863,127.173112483
496,경기도,원곡119안전센터,경기도 안성시 원곡면 원곡물류단지로 162-20,031-678-4541,031-280-8776,37.042073145,127.158221327
497,경기도,신장119안전센터,경기도 하남시 대청로 76 (신장동),031-799-4502,031-799-8782,37.539855966,127.220408180
498,경기도,감일119안전센터,경기도 하남시 감일백제로 77 (감이동),031-799-4512,031-280-8779,37.503205802,127.163069731
499,경기도,덕풍119안전센터,경기도 하남시 덕풍서로 60 (덕풍동),031-799-4532,031-280-8784,37.552271929,127.204444400
500,경기도,미사119안전센터,경기도 하남시 미사강변대로 190 (망월동),031-799-4542,031-280-8779,37.567164547,127.185668499
501,경기도,고천119안전센터,경기도 의왕시 오봉로 9,031-596-0501,031-280-8861,37.344159677,126.974737231
502,경기도,백운119안전센터,경기도 의왕시 안양판교로 187,031-596-0531,031-280-8863,37.390435622,126.992653986
503,경기도,부곡119안전센터,경기도 의왕시 오봉로 289,031-596-0521,031-280-8862,37.327756548,126.952076440
504,경기도,세교119안전센터,경기도 오산시 문헌공로 30,031-8059-7500,031-280-8880,37.175288522,127.053987216
505,경기도,원동119안전센터,경기도 오산시 경기대로 99,031-8059-7520,031-280-8791,37.133603070,127.072256410
506,경기도,청학119안전센터,경기도 오산시 청학로 55-6,031-8059-7510,031-280-8790,37.154717001,127.063903793
507,경기도,월송119안전센터,경기도 여주시 우암로 110,031-887-8500,031-280-8797,37.291395569,127.625966668
508,경기도,가남119안전센터,경기도 여주시 가남읍 일신로 32,031-887-8510,031-280-8798,37.213463348,127.543508708
509,경기도,북내119안전센터,경기도 여주시 북내면 도예로 440,031-887-8520,031-280-8799,37.324715690,127.677888277
510,경기도,금사119안전센터,경기도 여주시 금사면 능북로 898,031-887-8530,031-280-8802,37.387361379,127.532208251
511,경기도,공흥119안전센터,경기도 양평군 양평읍 경강로 2047 ,031-770-0500,031 280-8805,37.500339199,127.507340859
512,경기도,강상119안전센터,경기도 양평군 강상면 송학길 54,031-770-0520,031 280-8806,37.480345523,127.478214315
513,경기도,용문119안전센터,경기도 양평군 용문면 연수로 64,031-770-0530,031 280-8807,37.493028323,127.590311701
514,경기도,양서119안전센터,경기도 양평군 양서면 두물머리길 43,031-770-0570,031-280-8882,37.540338646,127.318934813
515,경기도,중앙119안전센터,경기도 과천시 통영로 12,02-331-4501,031-280-8821,37.428516612,126.990618498
516,경기도,과천119안전센터,경기도 과천시 궁말로30,02-331-4511,031-280-8822,37.442317979,127.008877403
517,경기북부,가평119안전센터,경기도 가평군 가평읍 가화로 36번길,031-580-0501,031-280-8869,,
518,경기북부,설악119안전센터,경기도 가평군 설악면 한서로 7번길,031-580-0531,031-280-8866,37.660220994,127.502577171
519,경기북부,조종119안전센터,경기도 가평군 조종면 현창로 14번길,031-580-0521,031-280-8870,37.819653774,127.348978924
520,경기북부,능곡119안전센터,경기도 고양시 덕양구 토당로 48,031-931-0511,031-280-8558,37.620271164,126.820727009
521,경기북부,삼송119안전센터,경기도 고양시 덕양구 오금로 14,031-931-0521,031-280-8559,37.663057611,126.895045009
522,경기북부,원당119안전센터,경기도 고양시 덕양구 고양대로 1342,031-931-0501,031-280-8557,37.655093332,126.833206282
523,경기북부,행신119안전센터,경기도 고양시 덕양구 소원로 181번길 52,031-931-0531,031-280-8560,37.615272712,126.843350020
524,경기북부,화전119안전센터,경기도 고양시 덕양구 중앙로 78,031-931-0541,031-280-8561,37.596521620,126.877098395
525,경기북부,갈매119안전센터,경기도 구리시 산마루로 68,031-570-6529,031-280-8727,37.629516677,127.120639680
526,경기북부,교문119안전센터,경기도 구리시 아차산로 487번길 46,031-570-6509,031-280-8727,37.598293758,127.127834324
527,경기북부,인창119안전센터,경기도 구리시 건원대로 34번길 28,031-570-6519,031-280-8727,37.604082400,127.141940099
528,경기북부,가운119안전센터,경기도 남양주시 가운로 16,031-590-0572,031-280-8656,37.604843410,127.158411298
529,경기북부,다산119안전센터,경기도 남양주시 다산중앙로146번길 76,031-590-0582,031-280-8646,37.626753904,127.160557233
530,경기북부,별내119안전센터,경기도 남양주시 송산로 41,031-590-0562,031-280-8654,37.645863614,127.129849072
531,경기북부,오남119안전센터,경기도 남양주시 오남읍 진건오남로 772,031-590-0592,031-280-8655,37.696845477,127.205759911
532,경기북부,와부119안전센터,경기도 남양주시 와부읍 덕소로 97번길 34-2,031-590-0532,031-280-8653,37.585803553,127.216192148
533,경기북부,진건119안전센터,경기도 남양주시 진건읍 진건오남로 112-21,031-590-0552,031-280-8651,37.660138395,127.180254261
534,경기북부,진접119안전센터,경기도 남양주시 진접읍 금강로 1509-25,031-590-0522,031-280-8650,37.725599607,127.189759105
535,경기북부,평내119안전센터,경기도 남양주시 평내로 25,031-590-0502,031-280-8649,37.643324852,127.232152331
536,경기북부,화도119안전센터,경기도 남양주시 화도읍 수레로 1260번길 25,031-590-0542,031-280-8652,37.650095969,127.304800033
537,경기북부,불현119안전센터,경기도 동두천시 지행로 6,031-830-5501,031-280-8510,37.891793944,127.048027851
538,경기북부,소요119안전센터,경기도 동두천시 평화로 2910번길 65,031-830-5511,031-280-8510,37.946401257,127.065131131
539,경기북부,고읍119안전센터,경기도 양주시 고덕로 266,031-849-8531,031-280-8839,37.801834173,127.069959462
540,경기북부,광적119안전센터,경기도 양주시 광적면 광적로 55,031-849-8521,031-280-8838,37.823452148,126.981573547
541,경기북부,남면119안전센터,경기도 양주시 남면 삼육사로 247,031-849-8541,031-280-8840,37.901746865,126.986470141
542,경기북부,백석119안전센터,경기도 양주시 백석읍 꿈나무로 156,031-849-8501,031-280-8836,37.795803871,126.989529086
543,경기북부,옥정119안전센터,경기도 양주시 옥정로8길 52,031-849-8561,031-280-8876,37.827442979,127.094040664
544,경기북부,장흥119안전센터,경기도 양주시 장흥면 일영로 794,031-849-8551,031-280-8841,37.712045532,126.936247179
545,경기북부,회천119안전센터,경기도 양주시 화합로 1272,031-849-8511,031-280-2237,37.846148944,127.055573859
546,경기북부,군남119안전센터,경기도 연천군 군남면 군남로 338,031-830-0541,031-280-8832,38.077827212,127.018931115
547,경기북부,백학119안전센터,경기도 연천군 백학면 백학산단길 16,031-830-0531,031-830-0539,38.017413083,126.913948066
548,경기북부,연천119안전센터,경기도 연천군 연천읍 차현로 92,031-830-0521,031-830-0529,38.099625755,127.076836986
549,경기북부,은대119안전센터,경기도 연천군 전곡읍 평화로 892,031-830-0501,031-280-8830,38.048248743,127.068378674
550,경기북부,전곡119안전센터,경기도 연천군 전곡읍 전곡로 27,031-830-0511,031-830-0519,38.015982823,127.071921276
551,경기북부,금오119안전센터,경기도 의정부시 금오로23번길 22-40,031-849-7501,031-280-8641,37.755116512,127.069787939
552,경기북부,녹양119안전센터,경기도 의정부시 체육로 248,031-849-7541,031-280-8640,37.760932707,127.035059704
553,경기북부,송산119안전센터,경기도 의정부시 충의로 90,031-849-7531,031-280-8643,37.739609098,127.086652055
554,경기북부,호원119안전센터,경기도 의정부시 평화로322번길 7,031-849-7521,031-280-8642,37.720804899,127.048196287
555,경기북부,흥선119안전센터,경기도 의정부시 의정로 48,031-849-7511,031-280-8640,37.737317738,127.035792626
556,경기북부,고봉119안전센터,경기도 고양시 일산동구 성현로 429,031-930-0551,031-280-8569,37.699346908,126.830698910
557,경기북부,대화119안전센터,경기도 고양시 일산서구 중앙로 1630,031-930-0571,031-280-8572,37.679021303,126.741918007
558,경기북부,문화119안전센터,경기도 고양시 일산동구 태극로 7,031-930-0581,031-280-8883,37.663791548,126.750724881
559,경기북부,백석119안전센터,경기도 고양시 일산동구 장백로 78,031-930-0511,031-280-8568,37.644206831,126.785013350
560,경기북부,장항119안전센터,경기도 고양시 일산동구 중앙로 1325,031-930-0501,031-280-8567,37.663314952,126.769718277
561,경기북부,주엽119안전센터,경기도 고양시 일산서구 주화로 82,031-930-0521,031-280-8570,37.670229196,126.759099572
562,경기북부,중산119안전센터,경기도 고양시 일산동구 중산로 218,031-930-0541,031-280-8571,37.691437316,126.780510376
563,경기북부,풍동119안전센터,경기도 고양시 일산동구 숲속마을로 10,031-930-0591,031-280-8573,37.667199860,126.802432966
564,경기북부,광탄119안전센터,경기도 파주시 광탄면 혜음로 1040,031-956-9532,031-956-9539,37.775751504,126.851311834
565,경기북부,교하119안전센터,경기도 파주시 청석로 301,031-956-9562,031-956-9569,37.729024190,126.717249745
566,경기북부,금촌119안전센터,경기도 파주시 가나무로 136,031-956-9512,031-956-9519,37.753878743,126.780455677
567,경기북부,법원119안전센터,경기도 파주시 법원읍 화합로 141,031-956-9522,031-956-9529,37.846799112,126.882410190
568,경기북부,운정119안전센터,경기도 파주시 와석순환로 90,031-956-9584,031-956-9589,37.711854081,126.749750100
569,경기북부,월롱119안전센터,경기도 파주시 월롱면 엘씨디로 310,031-956-9552,031-956-9559,37.815208286,126.752547954
570,경기북부,적성119안전센터,경기도 파주시 적성면 감악산로 1220,031-956-9572,031-956-9579,37.955490569,126.928334520
571,경기북부,탄현119안전센터,경기도 파주시 탄현면 필승로 458,031-956-9545,031-956-9549,37.781407116,126.687285932
572,경기북부,통일119안전센터,경기도 파주시 통일로 1564,031-956-9501,031-956-9509,37.847486064,126.789459722
573,경기북부,가산119안전센터,경기도 포천시 가산면 포천로 890,031-538-5541,031-280-8754,37.848489398,127.194506466
574,경기북부,군내119안전센터,경기도 포천시 군내면 호국로 1538 ,031-538-5511,031-280-8750,37.891375050,127.202551978
575,경기북부,내촌119안전센터,경기도 포천시 내촌면 내촌로 120,031-538-5551,031-280-8755,37.790412997,127.230504515
576,경기북부,선단119안전센터,경기도 포천시 호국로 1007-33,031-538-5571,031-280-8898,37.855307402,127.164919448
577,경기북부,소흘119안전센터,경기도 포천시 소흘읍 송우로 182,031-538-5511,031-280-8751,37.836071969,127.131742735
578,경기북부,영북119안전센터,경기도 포천시 영북면 영북로 144,031-538-5521,031-280-8752,38.087090851,127.275457022
579,경기북부,영중119안전센터,경기도 포천시 영중면 양문로 66,031-538-5561,031-280-8756,37.998515642,127.242747743
580,경기북부,일동119안전센터,경기도 포천시 일동면 영일로 978,031-538-5531,031-280-8753,37.948049531,127.309961604
581,강원도,경포119안전센터,강원특별자치도 강릉시 해안로 502,033-644-2119,033-610-8539,37.805017707,128.905195377
582,강원도,내곡119안전센터,강원특별자치도 강릉시 범일로 660,033-647-7119,033-610-8549,37.744850137,128.884710646
583,강원도,옥계119안전센터,강원특별자치도 강릉시 옥계면 현내시장길 163,033-534-0119,033-610-8579,37.602316704,129.030129709
584,강원도,옥천119안전센터,강원특별자치도 강릉시 용지로 139,033-648-2119,033-610-8529,37.761078271,128.902503828
585,강원도,유천119안전센터,강원특별자치도 강릉시 선수촌로 64-28,033-645-0119,033-610-8519,37.757031952,128.872663512
586,강원도,주문진119안전센터,강원특별자치도 강릉시 연곡면 연주로 226,033-662-2119,033-610-8559,37.874117096,128.831562377
587,강원도,포남119안전센터,강원특별자치도 강릉시 하평2길 23,033-653-0119,033-610-8569,37.772313731,128.912906028
588,강원도,간성119안전센터,강원특별자치도 고성군 간성읍 수성로 37-11,033-680-7513,033-680-7519,38.376856527,128.474091901
589,강원도,거진119안전센터,강원특별자치도 고성군 거진읍 수외길 19,033-680-7522,033-680-7529,38.441042294,128.452634000
590,강원도,동광119안전센터,강원특별자치도 고성군 토성면 동해대로 5320,033-680-7532,033-680-7539,38.281196860,128.549169020
591,강원도,묵호119안전센터,강원특별자치도 동해시 일출로 29,033-532-2119,033-530-8529,37.551608640,129.110670414
592,강원도,북삼119안전센터,강원특별자치도 동해시 효자남길 33-10,033-521-3119,033-530-8539,37.489260309,129.106862441
593,강원도,북평119안전센터,강원특별자치도 동해시 공단1로 21,033-521-5119,033-530-8549,37.471692577,129.143163631
594,강원도,천곡119안전센터,강원특별자치도 동해시 천곡로 120,033-533-3119,033-530-8129,37.524431276,129.118639868
595,강원도,근덕119안전센터,강원특별자치도 삼척시 근덕면 교가길 37,033-574-1119,033-570-8549,37.380167378,129.228088232
596,강원도,도계119안전센터,강원특별자치도 삼척시 도계읍 도계강변3길 16,033-541-2119,033-570-8529,37.240837823,129.045789665
597,강원도,봉황119안전센터,강원특별자치도 삼척시 봉황로 101,033-570-8510,033-570-8519,37.446595476,129.171238242
598,강원도,원덕119안전센터,강원특별자치도 삼척시 원덕읍 삼척로 581,033-572-6119,033-570-8539,37.185789712,129.327090355
599,강원도,노학119안전센터,강원특별자치도 속초시 미시령로 3226,033-636-2119,033-630-2519,38.203642465,128.560163526
600,강원도,설악119안전센터,강원특별자치도 속초시 청봉로5길 37,033-636-7119,033-630-2529,38.166072237,128.525448649
601,강원도,영랑119안전센터,강원특별자치도 속초시 번영로 188,033-632-9119,033-630-2539,38.215419203,128.590318090
602,강원도,양구119안전센터,강원특별자치도 양구군 양구읍 중심로 92,033-480-4514,033-480-4519,38.099072252,127.993962933
603,강원도,강현119안전센터,강원특별자치도 양양군 강현면 장산1길 26,033-673-9119,033-639-7539,38.147791338,128.597569622
604,강원도,양양119안전센터,강원특별자치도 양양군 양양읍 남대천로 33,033-639-7511,033-639-7519,38.067413262,128.622516056
605,강원도,하조대119안전센터,강원특별자치도 양양군 현북면 동해대로 1155-33,033-672-2119,033-639-7529,37.995071976,128.737960969
606,강원도,산솔119안전센터,강원특별자치도 영월군 산솔면 응고개길 10-17,033-378-4119,033-371-7539,37.142549170,128.679805910
607,강원도,영월119안전센터,강원특별자치도 영월군 영월읍 영월로 1863,033-374-2119,033-371-7549,37.185451930,128.458419349
608,강원도,주천119안전센터,강원특별자치도 영월군 주천면 송학주천로 1467-15,033-372-7119,033-371-7529,37.274807292,128.269767415
609,강원도,기업119안전센터,강원특별자치도 원주시 기업도시로 220,033-731-6119,033-769-1479,37.371331167,127.872040858
610,강원도,단구119안전센터,강원특별자치도 원주시 강변로 255,033-763-1119,033-769-1539,37.330444291,127.961434467
611,강원도,명륜119안전센터,강원특별자치도 원주시 남원로 467,033-732-0119,033-769-1592,37.327029049,127.942774125
612,강원도,문막119안전센터,강원특별자치도 원주시 문막읍 문막시장1길 90,033-735-0119,033-769-1579,37.303462941,127.814544973
613,강원도,신림119안전센터,강원특별자치도 원주시 신림면 치악로 27,033-763-8118,033-769-1549,37.229748083,128.079042732
614,강원도,우산119안전센터,강원특별자치도 원주시 우산공단길 9,033-742-6119,033-742-1559,37.374095766,127.941824603
615,강원도,태장119안전센터,강원특별자치도 원주시 태장공단길 4,033-734-0119,033-769-1569,37.401503943,127.952632993
616,강원도,학성119안전센터,강원특별자치도 원주시 학성길 122,033-732-4119,033-769-1529,37.353702262,127.944848212
617,강원도,혁신119안전센터,강원특별자치도 원주시 동부순환로 201(반곡동),033-769-1592,033-769-1599,37.333802545,127.972797638
618,강원도,흥업119안전센터,강원특별자치도 원주시 흥업면 북원로 1569-81,033-765-2119,033-769-1589,37.293470444,127.909827667
619,강원도,기린119안전센터,강원특별자치도 인제군 기린면 대내로 34-14,033-461-5119,033-460-9539,37.964824155,128.318449769
620,강원도,원통119안전센터,강원특별자치도 인제군 북면 원통로 301,033-461-3119,033-460-9529,38.127876027,128.215703356
621,강원도,인제119안전센터,강원특별자치도 인제군 인제읍 비봉로 44번길 71,033-460-9518,,38.061316288,128.168632699
622,강원도,고한119안전센터,강원특별자치도 정선군 고한읍 강원남로 6455,033-591-3119,033-560-6539,37.194938676,128.869908039
623,강원도,사북119안전센터,강원특별자치도 정선군 사북읍 하이원길 29,033-592-2119,033-560-6559,37.224176236,128.815629267
624,강원도,신동119안전센터,강원특별자치도 정선군 신동읍 의림로 342,033-378-0119,033-560-6529,37.220828960,128.647176712
625,강원도,임계119안전센터,강원특별자치도 정선군 임계면 송계4길 9,033-562-6119,033-560-6549,37.495249730,128.852773099
626,강원도,조양119안전센터,강원특별자치도 정선군 정선읍 녹송로 27,033-560-6511,033-560-6519,37.379657828,128.671870915
627,강원도,갈말119안전센터,강원특별자치도 철원군 갈말읍 명성로 229,033-450-2540,033-450-2559,38.152377549,127.306905329
628,강원도,김화119안전센터,강원특별자치도 철원군 서면 약수로 76,033-450-2530,033-450-2549,38.245727123,127.435265070
629,강원도,동송119안전센터,강원특별자치도 철원군 동송읍 금학로 251길 17,033-450-2520,033-450-2529,,
630,강원도,태봉119안전센터,강원특별자치도 철원군 갈말읍 태봉로 1504,033-450-2510,033-450-2519,38.185970330,127.324122675
631,강원도,강촌119안전센터,강원특별자치도 춘천시 소주고개로 680,033-262-2119,033-248-9559,37.785100196,127.647823294
632,강원도,대룡119안전센터,강원특별자치도 춘천시 고은길 9,033-262-7119,033-248-9549,37.846206664,127.771122034
633,강원도,소양119안전센터,강원특별자치도 춘천시 가연길 16,033-256-0119,033-248-9529,37.878027281,127.721913201
634,강원도,신북119안전센터,강원특별자치도 춘천시 신북읍 신북로 35,033-243-5119,033-248-9569,37.928509048,127.751262082
635,강원도,효자119안전센터,강원특별자치도 춘천시 효명길 8,033-251-0119,033-248-9539,37.871025215,127.726384472
636,강원도,후평119안전센터,강원특별자치도 춘천시 후석로 446,033-241-0119,033-248-9519,37.889310849,127.742940297
637,강원도,장성119안전센터,강원특별자치도 태백시 석공길 16-9,033-581-6119,033-550-8529,37.103426904,129.008027791
638,강원도,철암119안전센터,강원특별자치도 태백시 동태백로 552,033-582-9119,033-550-8539,37.121022079,129.044156833
639,강원도,화전119안전센터,강원특별자치도 태백시 태백로 814,033-553-6119,033-550-8549,37.180602356,128.984252762
640,강원도,황지119안전센터,강원특별자치도 태백시 태백로 1120,033-552-2119,033-550-8519,37.158688213,128.989185094
641,강원도,대관령119안전센터,강원특별자치도 평창군 대관령면 올림픽로 62-20,033-335-5119,033-339-8549,37.672582066,128.701202300
642,강원도,대화119안전센터,강원특별자치도 평창군 대화면 평창대로 934,033-333-2119,033-339-8559,37.503115579,128.454301959
643,강원도,봉평119안전센터,강원특별자치도 평창군 봉평면 기풍로 107-6,033-336-0119,033-339-8539,37.612367115,128.377684730
644,강원도,진부119안전센터,강원특별자치도 평창군 진부면 진부로 37,033-335-7119,033-339-8529,37.644798465,128.567518404
645,강원도,평창119안전센터,강원특별자치도 평창군 평창읍 살구실길 10,033-339-8212,033-339-8209,37.378128308,128.389885251
646,강원도,서석119안전센터,강원특별자치도 홍천군 서석면 풍암길2길 9,033-433-4119,033-439-2539,37.714484626,128.187761056
647,강원도,양덕원119안전센터,강원특별자치도 홍천군 남면 시동로 46,033-432-4119,033-439-2529,37.611520050,127.770386355
648,강원도,팔봉119안전센터,강원특별자치도 홍천군 서면 팔봉산로 523,033-434-0119,033-439-2549,37.680185109,127.661831572
649,강원도,홍천119안전센터,강원특별자치도 홍천군 홍천읍 공작산로 99,033-435-0119,033-439-2129,37.691543341,127.902385204
650,강원도,사내119안전센터,강원특별자치도 화천군 문화마을1길 6,033-440-7520,033-440-7529,38.068101967,127.524967721
651,강원도,화천119안전센터,강원특별자치도 화천군 하남면 위라리길 47,033-440-7510,033-440-7519,38.097806027,127.713393677
652,강원도,공근119안전센터,강원특별자치도 횡성군 공근면 영서로 130-5,033-344-3119,033-340-9549,37.526472446,127.959402073
653,강원도,둔내119안전센터,강원특별자치도 횡성군 둔내면 고원남로 42,033-342-1119,033-340-9529,37.506546016,128.212283769
654,강원도,우천119안전센터,강원특별자치도 횡성군 우천면 서동로 199,033-342-6119,033-340-9539,37.447394892,128.075079730
655,강원도,횡성119안전센터,강원특별자치도 횡성군 횡성읍 문예로 157,033-340-9511,033-340-9129,37.485382261,127.973953963
656,충청북도,영운119안전센터,충청북도 청주시 상당구 영운로 61,043-251-0220,043-251-0239,36.620444592,127.494487460
657,충청북도,사천119안전센터,충청북도 청주시 청원구 밀레니엄1로 63,043-251-0240,043-251-0249,36.679978143,127.475663955
658,충청북도,북문119안전센터,충청북도  청주시 상당구 상당로 168,043-251-0255,043-251-0259,36.643561509,127.490222524
659,충청북도,문의119안전센터,충청북도  청주시 상당구 문의면 문의시내1길 8,043-251-0265,043-251-0269,36.517827910,127.496210446
660,충청북도,내수119안전센터,충청북도  청주시 청원구 내수읍 청암로80,043-251-0275,043-251-0279,36.724573888,127.539036037
661,충청북도,오창119안전센터,충청북도  청주시 청원구 오창읍 중심상업2로 30,043-251-0285,043-251-0289,36.712782604,127.432422983
662,충청북도,가경119안전센터,충청북도 청주시 흥덕구 가경로 143,043-249-9804,043-249-9268,36.627431633,127.437229182
663,충청북도,복대119안전센터,충청북도  청주시 흥덕구 공단로 92,043-249-9822,043-265-0119,36.639876692,127.439724585
664,충청북도,산남119안전센터,충청북도  청주시 서원구 산미로 70,043-249-9837,043-283-0119,36.604001488,127.470451405
665,충청북도,사직119안전센터,충청북도  청주시 서원구 사직대로 229,043-249-9852,043-263-0119,36.636568948,127.473423232
666,충청북도,남이119안전센터,충청북도  청주시 서원구 청남로 866,043-249-9867,043-260-6119,36.530724761,127.428776409
667,충청북도,오송119안전센터,충청북도  청주시 흥덕구 오송생명3로 71-5,043-249-9882,043-239-2119,36.631647694,127.326850330
668,충청북도,목행119안전센터,충청북도 충주시 목행산단7로 9,043-841-3331,043-841-3329,37.003265416,127.920268344
669,충청북도,호암119안전센터,충청북도  충주시 호암대로 13,043-841-3341,043-844-8119,36.959243997,127.927949154
670,충청북도,연수119안전센터,충청북도  충주시 동수10길 1,043-841-3382,043-857-7921,36.982824746,127.935286156
671,충청북도,서충주119안전센터,충청북도  충주시 기업도시2로 30,043-841-3391,043-841-3395,37.002291726,127.829660366
672,충청북도,수안보119안전센터,충청북도  충주시 수안보면 관동길 9-7,043-841-3351,043-846-1119,36.847087736,127.994099215
673,충청북도,주덕119안전센터,충청북도  충주시 주덕읍 신양로 35,043-841-3361,043-846-4119,36.971121178,127.791016445
674,충청북도,앙성119안전센터,충청북도  충주시 앙성면 가곡로 1019,043-841-3371,043-847-0118,37.108690837,127.752257960
675,충청북도,의림지119안센터,충청북도 제천시 신죽하로 164,043-740-7111,043-741-7309,37.160619807,128.212845048
